strain_name,rep,experiment,inocl,t_m_h_flow,v_m_h_flow,exp_gr,lag,auc,odd_peaks,odd_width,width_peak,odd_shoulder,odd_double,shoulder_point_t,shoulder_point_v,cut_exp,timepeak,valpeak
SAC042W,A,OD,6,4.16666666666667,0.029,0.0111190617332457,1.18478913091754,0.140592207015592,0,0,34,0,0,0,0,0.0124170615969341,3.66666666666667,0.027
SAC042W,A,Heat flow,6,4.5,0.004281281,0.00200214861066351,1.44329814780763,0.0346116861818177,0,0,56,0,0,0,0,0.0020548059424347,4,0.00418984
SAC042W,A,OD,5,5.5,0.0273,0.0120449915570827,2.71406321172552,0.130240603789479,0,0,42,0,0,0,0,0.0142338062005434,4.83333333333333,0.0252
SAC042W,A,Heat flow,5,5.833333333,0.003616081,0.00143134531607195,2.53178681818755,0.0301767773288072,0,0,67,0,0,0,0,0.00151242482662227,5.333333333,0.003549717
SAC042W,A,OD,4,6.66666666666667,0.0271000000000001,0.0113586983562222,3.90271851097528,0.126426304131589,0,0,39,0,0,0,0,0.0114428400040834,6.66666666666667,0.0271000000000001
SAC042W,A,Heat flow,4,7.666666667,0.003965631,0.00142254756978297,4.23090002651102,0.028877126124506,0,0,55,0,0,0,0,0.00158587875624264,7.333333333,0.003893087
SAC042W,A,OD,3,7.66666666666667,0.0264,0.0115585872153977,5.09934430226255,0.123276700444113,0,0,42,0,0,0,0,0.012111408471133,7.33333333333333,0.0245
SAC042W,A,Heat flow,3,8,0.002993528,0.00123737997772324,4.88420203420993,0.0263040987510166,0,0,74,0,0,0,0,0.00121161167895374,7.166666667,0.002696944
SAC042W,A,OD,2,9.16666666666667,0.025,0.0112899230549045,6.28742061362796,0.12809125484385,0,0,47,0,0,0,0,0.0112439307901215,8.83333333333333,0.0241
SAC042W,A,Heat flow,2,10.5,0.002452401,0.000749834117495082,5.99928210737274,0.0229828336846293,0,0,74,0,0,0,0,0.000761279060152277,9.833333333,0.002443598
SAC042W,B,OD,6,4.16666666666667,0.0297,0.0110249698491608,1.19522784132572,0.139080126011418,0,0,36,0,0,0,0,0.0152910274565268,4.16666666666667,0.0297
SAC042W,B,Heat flow,6,4.666666667,0.003339256,0.0014848942457736,1.75584671968574,0.0262950375374328,0,0,64,0,0,0,0,0.00146678982341823,4.333333333,0.003291136
SAC042W,B,OD,5,5.5,0.0285,0.0106124971434383,2.30390836062938,0.122898208462878,0,0,27,0,0,0,0,0.0123739586058209,5,0.0269
SAC042W,B,Heat flow,5,6.166666667,0.003827337,0.00166960512738924,2.63748215074668,0.0352026614875139,0,0,66,0,0,0,0,0.00167421726222786,4.166666667,0.00249787
SAC042W,B,OD,4,6.5,0.026,0.0109886983331018,3.89479516735834,0.118268397798276,1,0,40,0,0,6.5,0.026,0.0130895823091508,6.5,0.026
SAC042W,B,Heat flow,4,6.833333333,0.003226542,0.00130850299827235,4.01814985384517,0.0281862157570391,0,0,72,0,0,0,0,0.00132419206445412,6.5,0.003090973
SAC042W,B,OD,3,7.83333333333333,0.0268,0.012655161380154,5.26354051222568,0.114881732402155,0,0,37,0,0,0,0,0.0136074339382141,7.33333333333333,0.0251999999999999
SAC042W,B,Heat flow,3,8.333333333,0.002991192,0.000978907561815545,4.61658257750202,0.0277722805919698,0,0,77,0,0,0,0,0.00099595114436917,8.333333333,0.002991192
SAC042W,B,OD,2,8.83333333333333,0.0283,0.0135059241698071,6.25662264426206,0.124707467930227,0,0,34,0,0,0,0,0.0134892138105227,8.5,0.0273
SAC042W,B,Heat flow,2,9.833333333,0.002844656,0.000989339088908271,6.4720317577652,0.0217333919179943,0,0,70,0,0,0,0,0.00105176692900872,9.5,0.00277361
SAC042W,C,OD,6,4.33333333333333,0.0306,0.014834082514205,1.86255080382785,0.136249198395512,0,0,33,0,0,0,0,0.0194378618776814,4,0.0301
SAC042W,C,Heat flow,6,4.833333333,0.003466025,0.00146684468342958,1.41943756849918,0.0327603724036735,0,0,67,0,0,0,0,0.00146499563506162,4.166666667,0.003389661
SAC042W,C,OD,5,5.33333333333333,0.0282,0.0105020888838468,2.48138108541392,0.122531615518501,0,0,40,1,0,4.33333333333333,0.0195,0.0107918153073892,4.33333333333333,0.0195
SAC042W,C,Heat flow,5,6,0.003947308,0.0015693267290958,2.98708454106901,0.0342747377042354,0,0,62,0,0,0,0,0.00159990197844792,5.666666667,0.003909911
SAC042W,C,OD,4,6.33333333333333,0.0256999999999999,0.0110316799160176,3.67325971980136,0.119068111456047,0,0,43,0,0,6.33333333333333,0.0256999999999999,0.01141662488407,6,0.024
SAC042W,C,Heat flow,4,6.833333333,0.003300098,0.00120872227571017,3.86147420205589,0.0290549183928077,0,0,81,0,0,0,0,0.00124855026055306,6.833333333,0.003300098
SAC042W,C,OD,3,8.33333333333333,0.0266,0.0113735164767894,5.03756407424786,0.121026965241859,0,0,34,1,0,7.33333333333333,0.0243,0.0110632158967885,7.33333333333333,0.0243
SAC042W,C,Heat flow,3,8.5,0.002626935,0.000842765589427407,4.59934391985479,0.0253855931034318,0,0,85,0,0,0,0,0.000831118031628641,8.166666667,0.002554727
SAC042W,C,OD,2,9.66666666666667,0.029,0.0104588836150054,6.66479660579938,0.12262560946483,0,0,32,0,0,0,0,0.0119743705194786,9.66666666666667,0.029
SAC042W,C,Heat flow,2,10,0.002403348,0.000710728306425949,6.1716925795301,0.0208182962889784,0,0,72,0,0,0,0,0.000706175770287517,9.5,0.002295389
M116,A,OD,6,5.83333333333333,0.0204,0.0075016045812401,1.59584977643367,0.126673490236732,1,0,63,0,0,5.83333333333333,0.0204,0.00764262243377401,5,0.0201
M116,A,Heat flow,6,6.666666667,0.003396058,0.00140311938765921,4.05672294620633,0.0224453072885144,0,0,54,0,0,0,0,0.00137960520658059,6.666666667,0.003396058
M116,A,OD,5,6.66666666666667,0.0169,0.0069070341731735,3.17395203219794,0.118430909957031,0,0,75,0,0,0,0,0.00719377467067281,5.83333333333333,0.0164
M116,A,Heat flow,5,7.833333333,0.002266598,0.000545442559382874,3.19308890448583,0.0218107978960352,0,0,75,0,0,0,0,0.000544812039471797,7.833333333,0.002266598
M116,A,OD,4,7.83333333333333,0.016,0.00667006933809201,4.92080782995135,0.111537532872936,1,0,76,0,0,7.83333333333333,0.016,0.0068037171186641,7.5,0.0156
M116,A,Heat flow,4,9.333333333,0.002043189,0.000576327094606577,4.53010371446105,0.0222802377963091,0,0,88,0,0,0,0,0.000578365058621952,8.333333333,0.002020345
M116,A,OD,3,10,0.018,0.00692379358170972,7.04612618773745,0.113992887636945,1,0,68,0,0,10,0.018,0.00691226368062857,9.66666666666667,0.0172
M116,A,Heat flow,3,12.33333333,0.001719873,0.000353536996748272,4.59819401561694,0.0207655438970466,1,1,93,0,0,12.33333333,0.001719873,0.000388269887685602,11,0.001701476
M116,A,OD,2,12.1666666666667,0.0183,0.00697706725132732,9.01610855703247,0.121825970004158,0,0,75,0,0,0,0,0.00691950070648722,11.3333333333333,0.0158
M116,A,Heat flow,2,14.16666667,0.001610076,0.000303747407250636,6.77119744263124,0.0182909533397449,0,1,91,0,0,0,0,0.000300680150560445,12.16666667,0.001480394
M116,B,OD,6,5.16666666666667,0.0194,0.0072769654442827,1.50353198232233,0.129503829282613,0,0,81,0,0,0,0,0.00851996976386113,3.66666666666667,0.0154
M116,B,Heat flow,6,7.333333333,0.002193017,0.000527721357377661,1.58806296113,0.0209007282827778,0,0,75,0,0,0,0,0.000533980425373141,4.333333333,0.001431629
M116,B,OD,5,6.33333333333333,0.017,0.00803939067228729,3.30124527001267,0.121532131538991,1,0,86,0,0,6.33333333333333,0.017,0.00778459237192028,6,0.0169
M116,B,Heat flow,5,8,0.00241653,0.000549507404949769,3.14811481583495,0.0227555649470158,0,0,80,0,0,0,0,0.000561331906006297,8,0.00241653
M116,B,OD,4,8.33333333333333,0.0168999999999999,0.0064218731799319,4.91063050506359,0.113802117678223,0,0,75,0,0,0,0,0.00655250651541978,7.66666666666667,0.0164
M116,B,Heat flow,4,10,0.00189341,0.000475570474903685,4.07459435660729,0.0207638233189183,0,0,88,0,0,0,0,0.000490606740669007,8.5,0.00181903
M116,B,OD,3,9.83333333333333,0.0185,0.00731161821885138,6.77193666174065,0.119207066907244,0,0,66,0,0,0,0,0.00773053796454178,9.5,0.0181
M116,B,Heat flow,3,12.5,0.001484665,0.000310817690011907,5.24710786354302,0.0187268049081487,1,1,97,0,0,12.5,0.001484665,0.000318852273236096,10.5,0.001377413
M116,B,OD,2,11.8333333333333,0.0188,0.00695909887156388,8.36603047277969,0.13358241380339,0,0,82,0,0,0,0,0.00700476730516837,11.5,0.0187
M116,B,Heat flow,2,13.66666667,0.001685916,0.000293084160508186,6.89943058558798,0.0185393709829241,0,0,89,0,0,0,0,0.000291372342725197,12.5,0.001564893
M116,C,OD,6,6.33333333333333,0.0206000000000001,0.00785104178253545,1.60592383718484,0.144611644781333,0,0,78,1,0,5.33333333333333,0.0197,0.00780410915893304,3.66666666666667,0.0159
M116,C,Heat flow,6,6.833333333,0.0021019,0.000569998974872775,2.45628191996336,0.0183652295986723,0,0,76,0,0,0,0,0.000566770584953294,6.333333333,0.002048281
M116,C,OD,5,8,0.0182,0.00759696961745353,3.34775037324826,0.130238411679749,0,0,86,0,0,0,0,0.00854823375952923,6.33333333333333,0.0175
M116,C,Heat flow,5,8.5,0.002083585,0.000593282586188542,3.81419822554272,0.019922528771592,0,0,84,0,0,0,0,0.000578983186149872,7.166666667,0.001829933
M116,C,OD,4,7.83333333333333,0.0187,0.00845807415914662,5.12709946446352,0.13019849112002,0,0,79,0,0,0,0,0.00879466765415084,7.33333333333333,0.0174
M116,C,Heat flow,4,10.83333333,0.002099983,0.000473599257895176,4.29064743800603,0.0228947294264139,0,0,89,0,0,0,0,0.00052663157854655,9,0.001902773
M116,C,OD,3,11.6666666666667,0.0216999999999999,0.00785289039345523,6.8980910205185,0.136412926535906,0,0,78,1,0,10.6666666666667,0.0185,0.00798095987080354,10.1666666666667,0.018
M116,C,Heat flow,3,13.5,0.001639022,0.000368462142383305,4.65230418957677,0.0200077282698816,0,1,92,0,0,0,0,0.00039548991079005,11.83333333,0.001572299
M116,C,OD,2,12.1666666666667,0.0231,0.0102304341177861,9.51983795710678,0.128787206621831,0,0,62,0,0,0,0,0.0101290449828667,11.5,0.0201
M116,C,Heat flow,2,13.66666667,0.001538087,0.000239441581127195,6.16447186966613,0.0190139950030423,0,1,90,0,0,0,0,0.00252948910384752,11.66666667,0.001302504
SA2704,A,OD,6,4.66666666666667,0.033,0.0120169003534581,1.36325164207161,0.148799751856973,0,0,31,0,0,0,0,0.0119421117911431,4.33333333333333,0.0325
SA2704,A,Heat flow,6,5.5,0.002996637,0.00100457108358039,1.79760028597734,0.0229265763190587,0,0,69,0,0,0,0,0.00103110813273976,4.666666667,0.002752193
SA2704,A,OD,5,6,0.0297000000000001,0.0111312249741529,2.62187786570919,0.146044149085198,0,0,34,0,0,0,0,0.0111712434753296,5.66666666666667,0.0296000000000001
SA2704,A,Heat flow,5,7,0.002656632,0.000894041956658333,2.73169836029667,0.0213757420723328,0,0,77,0,0,0,0,0.000890764808539362,6.166666667,0.002470826
SA2704,A,OD,4,7,0.0314999999999999,0.0121965096729355,4.14149749816631,0.142030755075264,0,0,24,0,0,0,0,0.0118273485969591,6.66666666666667,0.0301
SA2704,A,Heat flow,4,8,0.002804527,0.000880925930516309,4.00229513258908,0.0216808863227994,0,0,77,0,0,0,0,0.000863818543308542,7.666666667,0.00279973
SA2704,A,OD,3,8.16666666666667,0.0306,0.0116763021107532,5.26756971316758,0.143574837696901,0,0,27,0,0,0,0,0.0125800375731701,7.5,0.0262
SA2704,A,Heat flow,3,9,0.002311643,0.000661957541997417,4.71267341523126,0.0179688660573307,0,0,86,0,0,0,0,0.000654663118141054,8.666666667,0.002248027
SA2704,A,OD,2,9.66666666666667,0.0332999999999999,0.012362958275796,6.66748333532011,0.147962767251979,0,0,25,0,0,0,0,0.0129492724115884,9.66666666666667,0.0332999999999999
SA2704,A,Heat flow,2,11,0.002112928,0.000407092773249087,5.12303669987683,0.0196770265028329,0,0,88,0,0,0,0,0.000416038793985073,10.66666667,0.002097362
SA2704,B,OD,6,4.5,0.0379000000000001,0.0159884422953655,1.80353007565226,0.1476781562614,0,0,22,0,0,0,0,0.0176566249433045,4.5,0.0379000000000001
SA2704,B,Heat flow,6,6,0.002387072,0.000695993649691419,1.47019917618368,0.0211136488611038,0,0,82,0,0,0,0,0.000795392590701772,5.5,0.002331877
SA2704,B,OD,5,5.83333333333333,0.0317999999999999,0.0105556432270625,2.45194863452195,0.140712840335543,0,0,31,0,0,0,0,0.0109535430557385,5.5,0.0315
SA2704,B,Heat flow,5,7.333333333,0.002528743,0.000636793066260406,2.3234971896717,0.0219763274876974,0,0,79,0,0,0,0,0.000699910341191126,6.833333333,0.00244801
SA2704,B,OD,4,6.83333333333333,0.0301,0.0122847369855661,3.98326978461369,0.133461606854349,0,0,26,1,0,5.83333333333333,0.023,0.0144869110441792,5.83333333333333,0.023
SA2704,B,Heat flow,4,8,0.002568062,0.000888367455721632,4.07484352383686,0.0214665874818063,0,0,79,0,0,0,0,0.000902794305433809,7.5,0.002514367
SA2704,B,OD,3,8.16666666666667,0.0296,0.0123230881537037,5.19517610467548,0.132735707934131,0,0,27,0,0,0,0,0.0138048817051432,7.66666666666667,0.0286
SA2704,B,Heat flow,3,9.833333333,0.002601529,0.000723427943920997,4.80961348156569,0.0214150971691685,0,0,73,0,0,0,0,0.000785962387415004,9,0.002552128
SA2704,B,OD,2,8.83333333333333,0.0302,0.0168750448510775,6.54261201587985,0.143946435106448,0,0,26,0,0,0,0,0.0173190321870077,8.5,0.0294
SA2704,B,Heat flow,2,11.33333333,0.002251175,0.000549025557130852,5.82846838471956,0.0203316251849522,0,0,83,0,0,0,0,0.000547565268802007,10.66666667,0.002228164
SA2704,C,OD,6,4.83333333333333,0.0383,0.0160011319889071,2.36036234789679,0.147295219718558,0,0,33,0,0,0,0,0.0183961510033802,4.83333333333333,0.0383
SA2704,C,Heat flow,6,5.333333333,0.003069401,0.00152775734852596,2.01571114418366,0.0253535748246199,0,0,67,0,0,0,0,0.00170239851456832,4.333333333,0.002880751
SA2704,C,OD,5,5.66666666666667,0.0289,0.0105703201811383,2.56401957828195,0.145588396533585,0,0,31,0,0,0,0,0.0127500347923603,5.16666666666667,0.0271
SA2704,C,Heat flow,5,6.5,0.003200288,0.00113713851934658,2.71576887431019,0.0272644646575681,0,0,75,0,0,0,0,0.0011014744204044,5.833333333,0.003050301
SA2704,C,OD,4,7.16666666666667,0.03,0.0121129802798272,4.14755433798722,0.14118847020356,0,0,29,0,0,0,0,0.0116000235436867,6.33333333333333,0.0262
SA2704,C,Heat flow,4,7.666666667,0.002670442,0.000864740122899112,3.7985146978724,0.0226703467225022,0,0,85,0,0,0,0,0.000923487161621261,7.333333333,0.002623185
SA2704,C,OD,3,8.33333333333333,0.0284,0.0110560216852075,5.28579531671536,0.142406946590947,0,0,29,0,0,0,0,0.013866548916841,7.83333333333333,0.0276
SA2704,C,Heat flow,3,9.666666667,0.002350201,0.000698337274943946,4.54901329242004,0.0203707512838152,0,0,78,0,0,0,0,0.000703195321879686,8.833333333,0.002293112
SA2704,C,OD,2,10,0.0337,0.011715814197283,7.07028203437241,0.146946578724497,0,0,30,0,0,0,0,0.0146972796776947,10,0.0337
SA2704,C,Heat flow,2,10.33333333,0.002669591,0.000955258668523259,6.41203100040502,0.0220594249071263,0,0,84,0,0,0,0,0.000987973432483357,10,0.002644334
SAMUP15a,A,OD,6,5.33333333333333,0.0285,0.0106868360793712,1.41786194137568,0.144254809656337,0,0,53,0,0,0,0,0.0107380974996686,3.83333333333333,0.0226
SAMUP15a,A,Heat flow,6,5.666666667,0.002479494,0.000884107527079904,1.19553340175656,0.0258506154751625,0,0,81,0,0,0,0,0.000888611496248451,4.5,0.002319633
SAMUP15a,A,OD,5,6,0.022,0.00703396772620349,2.25211722507833,0.137518690807204,0,0,55,1,0,5,0.0174,0.0069795652800867,4.5,0.0151
SAMUP15a,A,Heat flow,5,7,0.002543718,0.00075901759371424,2.52569046865144,0.0232832292184129,0,0,74,0,0,0,0,0.000858022916167905,6.166666667,0.002461034
SAMUP15a,A,OD,4,6.83333333333333,0.0171000000000001,0.0064295294063445,3.37027089373874,0.127517966036574,0,0,80,0,0,0,0,0.00684728084431068,6.16666666666667,0.0157
SAMUP15a,A,Heat flow,4,8,0.00273096,0.000786941212401723,3.71252617071745,0.0239881726186572,0,0,76,0,0,0,0,0.000800155689395136,7.666666667,0.002684016
SAMUP15a,A,OD,3,9.5,0.0186,0.00503377176754193,4.56232183304235,0.1285316770807,0,0,62,1,0,7.99999999999997,0.0145,0.00553958611235296,7.16666666666667,0.0123
SAMUP15a,A,Heat flow,3,9,0.002389408,0.000728394057181031,4.8537110495098,0.0206487958509886,0,0,80,0,0,0,0,0.00072364986472437,7.833333333,0.002053135
SAMUP15a,A,OD,2,10.3333333333333,0.0181999999999999,0.00571506771939506,5.77594496125037,0.135418350976877,0,0,63,0,0,0,0,0.0056912039870494,9.5,0.0169
SAMUP15a,A,Heat flow,2,11.33333333,0.002367388,0.000569927377994063,5.76595512655317,0.0224998544237829,0,0,79,0,0,0,0,0.000581053584335059,10.66666667,0.002366883
SAMUP15a,B,OD,6,4.33333333333333,0.0289,0.0114897822123302,1.42407213777073,0.145346113951402,0,0,37,0,0,0,0,0.0119065093703795,4,0.0274
SAMUP15a,B,Heat flow,6,5.166666667,0.002462538,0.000964111345244695,1.23833883409434,0.0223575168952702,0,0,75,0,0,0,0,0.000984876477932703,4.166666667,0.002273869
SAMUP15a,B,OD,5,6.5,0.0199,0.00668050575300011,2.18278055104831,0.13716735152178,1,0,58,1,0,5.5,0.0177,0.0086149041445849,5,0.0168
SAMUP15a,B,Heat flow,5,6.833333333,0.002317704,0.000803788068730742,2.26907294119232,0.0237113102624051,0,0,80,0,0,0,0,0.000850333763083277,5.833333333,0.002194244
SAMUP15a,B,OD,4,8,0.0203,0.00693708054746602,3.48746581448587,0.127256966875881,0,0,60,0,0,0,0,0.00697133326964322,5.83333333333333,0.0135
SAMUP15a,B,Heat flow,4,7.833333333,0.002653905,0.000772805177243973,3.52803682999278,0.0248423887173593,0,0,78,0,0,0,0,0.000772874541301271,7.5,0.002635624
SAMUP15a,B,OD,3,9.5,0.0195,0.00549272590732276,4.68616475243708,0.131538772023763,0,0,61,0,0,0,0,0.00547209525477685,9.5,0.0195
SAMUP15a,B,Heat flow,3,9,0.002210709,0.000570487370879166,4.07230822076835,0.0209083428618602,0,0,89,0,0,0,0,0.00057247635931029,8.5,0.002162463
SAMUP15a,B,OD,2,11,0.0206,0.00542605140210162,5.81421318029029,0.137189650393645,0,0,63,0,0,0,0,0.00591607653194071,11,0.0206
SAMUP15a,B,Heat flow,2,11.5,0.002041371,0.00048130609118382,5.85094934440885,0.0211052453749994,0,1,92,0,0,0,0,0.000490250521652074,10.66666667,0.002020053
SAMUP15a,C,OD,6,4,0.025,0.0109869420467419,1.25226750255176,0.147749591031644,0,0,45,0,0,0,0,0.010878393981308,3.5,0.0226
SAMUP15a,C,Heat flow,6,5,0.002795433,0.00113620498756455,1.60817377716019,0.0242792021198685,0,0,77,0,0,0,0,0.00128126954731749,4.166666667,0.002578401
SAMUP15a,C,OD,5,5.83333333333333,0.0215,0.00859438718746044,2.30552894964905,0.130795599845163,0,0,41,0,0,5.83333333333333,0.0215,0.00874807543168685,5.33333333333333,0.0212000000000001
SAMUP15a,C,Heat flow,5,6.666666667,0.002969283,0.0010777684803613,2.51620406121776,0.0296977835892547,0,0,74,0,0,0,0,0.00107633521825658,6,0.002930023
SAMUP15a,C,OD,4,6.83333333333333,0.0185,0.00676360773818035,3.40601180127283,0.130689997328822,1,0,56,0,0,6.83333333333333,0.0185,0.00673588392837908,6.5,0.018
SAMUP15a,C,Heat flow,4,7.5,0.002650037,0.000884962496329772,3.25118836044128,0.0259728109628083,0,0,83,0,0,0,0,0.000895047164955302,7,0.002575024
SAMUP15a,C,OD,3,8.66666666666667,0.0169,0.00644663266875839,4.56481415941098,0.131481555413708,1,0,62,0,0,8.66666666666667,0.0169,0.00662715656193936,7.5,0.0153
SAMUP15a,C,Heat flow,3,8.833333333,0.002445639,0.000729048505432831,4.30160843730163,0.0245502007304734,0,0,89,0,0,0,0,0.000738960031667864,8,0.002345829
SAMUP15a,C,OD,2,10.6666666666667,0.0264,0.00948106319576808,7.62001346864353,0.135422829085131,0,0,35,0,0,0,0,0.0118733216218595,10.3333333333333,0.0246
SAMUP15a,C,Heat flow,2,10.5,0.002364107,0.00064420174854265,5.43215036000605,0.021548253751269,0,0,87,0,0,0,0,0.000641038772906963,9.5,0.002280076
